# Non-redundant combinations
# LAMP ver. 2.0.3
# item-file: /imppc/labs/dnalab/xduran/fim/data/ingr/data.csv
# value-file: /imppc/labs/dnalab/xduran/fim/data/ingr/values.csv
# significance-level: 0.05
# P-value computing procedure: fisher (greater)
# # of tested elements: 256, # of samples: 73405, # of positive samples: 5575
# Adjusted significance level: 0.00019841, Correction factor: 252 (# of target rows >= 4)
# # of significant combinations: 200 -> 200
Rank	Raw p-value	Adjusted p-value	Combination	Arity	# of target rows	# of positives in the targets
72	1.0901e-61	2.747e-59	HistICD9_785	1	839	221
73	6.2525e-61	1.5756e-58	ICD9_285	1	4896	696
74	5.9808e-60	1.5072e-57	HistICD9_998	1	1155	264
75	8.4475e-60	2.1288e-57	HistICD9_331	1	1333	288
76	5.1114e-59	1.2881e-56	ICD9_041	1	5197	721
77	2.1614e-58	5.4466e-56	ICD9_197	1	1717	335
78	1.2881e-57	3.2459e-55	HistICD9_600	1	1666	327
79	3.9552e-57	9.9671e-55	HistICD9_396	1	921	226
80	1.7568e-55	4.4271e-53	HistICD9_553	1	1685	325
81	7.5609e-55	1.9054e-52	HistICD9_412	1	1381	285
82	1.6984e-53	4.28e-51	HistICD9_425	1	1332	276
83	7.8946e-52	1.9894e-49	ICD9_599	1	4019	578
84	3.1468e-51	7.93e-49	HistICD9_707	1	850	206
85	1.4157e-50	3.5675e-48	ICD9_276	1	3232	491
86	4.8261e-50	1.2162e-47	ICD9_V15	1	12233	1345
87	7.776e-48	1.9596e-45	ICD9_198	1	1148	241
88	1.0121e-47	2.5505e-45	HistICD9_V87	1	1430	277
89	2.3941e-47	6.033e-45	HistICD9_562	1	1255	254
90	3.5429e-47	8.9281e-45	HistICD9_788	1	1067	229
91	1.6093e-46	4.0555e-44	HistICD9_198	1	664	171
92	8.0034e-46	2.0169e-43	HistICD9_560	1	746	182
93	3.6231e-44	9.1302e-42	HistICD9_715	1	2172	357
94	6.296e-43	1.5866e-40	HistICD9_402	1	717	173
95	7.2698e-43	1.832e-40	HistICD9_789	1	697	170
96	2.1423e-42	5.3986e-40	ICD9_V12	1	5652	710
97	3.2949e-42	8.3032e-40	HistICD9_196	1	905	198
98	1.8551e-41	4.6747e-39	ICD9_416	1	1881	317
99	9.9708e-41	2.5126e-38	ICD9_519	1	2625	398
100	2.6534e-40	6.6866e-38	HistICD9_327	1	777	177
101	1.1426e-37	2.8793e-35	ICD9_397	1	2117	334
102	3.0362e-37	7.6511e-35	HistICD9_244	1	1412	252
103	3.2854e-37	8.2791e-35	HistICD9_311	1	1313	240
104	3.9102e-36	9.8537e-34	HistICD9_996	1	1234	228
105	5.2317e-36	1.3184e-33	HistICD9_786	1	617	147
106	1.1911e-35	3.0016e-33	HistICD9_574	1	1251	229
107	5.2969e-35	1.3348e-32	ICD9_440	1	1929	306
108	2.7529e-34	6.9373e-32	ICD9_496	1	2055	318
109	1.0218e-33	2.5749e-31	ICD9_V46	1	1933	303
110	2.4356e-33	6.1376e-31	ICD9_466	1	2536	367
111	1.467e-32	3.697e-30	HistICD9_438	1	631	143
112	2.969e-32	7.482e-30	ICD9_V45	1	9151	988
113	3.0536e-32	7.6952e-30	EdatMajor25	1	67730	5352
114	1.3847e-31	3.4893e-29	HistICD9_682	1	673	147
115	1.4449e-31	3.6412e-29	ICD9_564	1	1626	263
116	2.4679e-31	6.219e-29	ICD9_492	1	1067	197
117	5.6574e-31	1.4257e-28	ICD9_162	1	976	185
118	7.5001e-31	1.89e-28	HistICD9_459	1	946	181
119	7.9895e-31	2.0133e-28	HistICD9_162	1	567	131
120	8.4041e-31	2.1178e-28	ICD9_571	1	2515	357
121	9.6888e-31	2.4416e-28	HistICD9_V02	1	498	121
122	1.2198e-30	3.0739e-28	HistICD9_287	1	701	149
123	2.0072e-30	5.0582e-28	ICD9_780	1	4768	579
124	4.6498e-30	1.1717e-27	ICD9_424	1	3555	460
125	1.554e-29	3.9162e-27	ICD9_V10	1	6243	713
126	2.0016e-28	5.0442e-26	ICD9_600	1	3332	432
127	4.7641e-27	1.2006e-24	HistICD9_304	1	493	114
128	2.5929e-26	6.5341e-24	ICD9_V60	1	2946	386
129	8.9441e-26	2.2539e-23	HistICD9_784	1	682	137
130	1.1921e-25	3.0042e-23	HistICD9_572	1	843	157
131	1.2519e-25	3.1547e-23	ICD9_294	1	2058	293
132	2.4107e-25	6.0749e-23	HistICD9_070	1	681	136
133	3.3651e-25	8.48e-23	ICD9_560	1	1043	180
134	4.9505e-24	1.2475e-21	ICD9_790	1	3669	448
135	1.6278e-23	4.1019e-21	HistICD9_365	1	719	137
136	2.1686e-23	5.4648e-21	HistICD9_493	1	944	164
137	1.7292e-22	4.3576e-20	ICD9_787	1	1601	235
138	7.1011e-22	1.7895e-19	HistICD9_530	1	557	113
139	9.7482e-22	2.4566e-19	ICD9_V43	1	3696	441
140	1.7426e-21	4.3914e-19	ICD9_414	1	8269	852
141	2.7436e-21	6.9138e-19	ICD9_V87	1	2227	296
142	3.3734e-21	8.501e-19	ICD9_331	1	2835	356
143	9.0761e-21	2.2872e-18	HistICD9_410	1	638	121
144	1.0103e-20	2.5459e-18	HistICD9_434	1	591	115
145	1.0557e-20	2.6605e-18	HistICD9_V42	1	737	133
146	1.2375e-20	3.1186e-18	ICD9_707	1	968	160
147	1.4684e-20	3.7003e-18	HistICD9_345	1	470	99
148	1.8591e-20	4.6848e-18	ICD9_196	1	1443	212
149	2.3583e-20	5.943e-18	ICD9_402	1	1027	166
150	3.1267e-20	7.8793e-18	HistICD9_820	1	746	133
151	8.9254e-20	2.2492e-17	ICD9_733	1	3959	457
152	1.5928e-19	4.0138e-17	ICD9_507	1	1432	208
153	2.3649e-19	5.9595e-17	HistICD9_389	1	488	99
154	1.1387e-18	2.8695e-16	ClasseAltaTrasllat.a.centre.socisanitari	1	3649	423
155	1.1837e-18	2.9828e-16	ICD9_280	1	2082	272
156	7.3078e-18	1.8416e-15	HistICD9_413	1	568	106
157	7.1086e-17	1.7914e-14	HistClasseAltaDesconegut	1	1669	224
158	5.9927e-16	1.5102e-13	ICD9_396	1	1075	159
159	6.2309e-16	1.5702e-13	ICD9_425	1	2044	258
160	7.0011e-16	1.7643e-13	ICD9_486	1	1536	207
161	7.0138e-16	1.7675e-13	HistICD9_332	1	547	99
162	7.4521e-16	1.8779e-13	ICD9_293	1	1675	221
163	1.346e-15	3.3919e-13	ICD9_553	1	3396	385
164	5.6657e-15	1.4278e-12	ICD9_562	1	2217	271
165	7.6723e-15	1.9334e-12	ICD9_303	1	2285	277
166	1.3406e-14	3.3784e-12	ICD9_789	1	881	134
167	6.6997e-14	1.6883e-11	ICD9_426	1	2945	335
168	1.0239e-13	2.5802e-11	IngresMajor30	1	1257	171
169	4.5387e-13	1.1437e-10	ICD9_438	1	1008	143
170	1.3945e-11	3.5141e-09	ICD9_278	1	4227	438
171	2.3376e-11	5.8907e-09	ICD9_327	1	1063	143
172	2.5653e-11	6.4645e-09	ICD9_412	1	2499	281
173	5.6978e-11	1.4358e-08	ICD9_287	1	901	125
174	9.5489e-11	2.4063e-08	ICD9_332	1	1214	156
175	1.5783e-10	3.9774e-08	HistICD9_724	1	1426	176
176	1.7235e-10	4.3432e-08	ClasseAltaTrasllat.hospital.aguts	1	6542	630
177	1.8452e-10	4.6499e-08	ICD9_788	1	1889	220
178	3.9719e-10	1.0009e-07	HistICD9_295	1	444	73
179	2.4513e-09	6.1774e-07	ICD9_070	1	1281	157
180	2.8447e-09	7.1686e-07	HistICD9_729	1	500	77
181	3.3047e-09	8.3279e-07	ICD9_V14	1	5446	527
182	4.0051e-09	1.0093e-06	ICD9_459	1	1743	200
183	4.273e-09	1.0768e-06	HistICD9_362	1	1385	166
184	4.4188e-09	1.1135e-06	ICD9_572	1	1189	147
185	4.5182e-09	1.1386e-06	ICD9_998	1	1407	168
186	7.9859e-09	2.0124e-06	ICD9_V42	1	1006	128
187	8.0815e-09	2.0365e-06	HistClasseAltaAlta.voluntària	1	151	34
188	2.1866e-08	5.5103e-06	ICD9_300	1	3037	313
189	1.3776e-07	3.4714e-05	ICD9_996	1	1480	168
190	1.61e-06	0.00040572	ICD9_574	1	2085	217
191	4.0668e-06	0.0010248	ICD9_305	1	8358	739
192	2.3822e-05	0.0060031	ICD9_715	1	4426	408
193	2.9932e-05	0.0075429	ICD9_311	1	2692	261
194	3.0343e-05	0.0076464	ICD9_389	1	1199	130
195	6.4011e-05	0.016131	HistClasseAltaTrasllat.a.residència.social	1	37	11
196	6.4896e-05	0.016354	HistProcedenciaIngres.7	1	9480	814
197	6.9583e-05	0.017535	ICD9_786	1	1012	111
198	0.00011401	0.028732	ICD9_038	1	647	76
199	0.00015355	0.038694	ICD9_365	1	1710	171
200	0.00017895	0.045095	ICD9_995	1	785	88
Time (sec.): Computing correction factor 2.569, Enumerating significant combinations 1066.801, Total 1069.370
